page_id,url,title,page_type,category,avg_views,avg_edits,words,creation_year,description
8786,en.wikipedia.org/wiki/David_Bowie,David_Bowie,biography,"arts, culture and entertainment",624384,68,15020,2001,"British singer, musician, and actor (1947-2016)"
1225919,en.wikipedia.org/wiki/Bruce_Kingsbury,Bruce_Kingsbury,biography,history and geography,159821,2,2100,2004,"Australian soldier, recipient of the Victoria Cross"
1080083,en.wikipedia.org/wiki/List_of_stock_market_crashes_and_bear_markets,List_of_stock_market_crashes_and_bear_markets,other,history and geography,129760,4,12,2004,Wikimedia list article
2696619,en.wikipedia.org/wiki/Web_scraping,Web_scraping,other,internet and game,912691,6,2488,2005,data scraping used for extracting data from websites
3133353,en.wikipedia.org/wiki/Steven_Avery,Steven_Avery,biography,history and geography,274547,18,2791,2005,American man convicted of murder and previously wrongly convicted of rape
43159611,en.wikipedia.org/wiki/The_Revenant_(2015_film),The_Revenant_(2015_film),other,"arts, culture and entertainment",418483,48,4687,2014,2015 film directed by Alejandro González Iñárritu
39879,en.wikipedia.org/wiki/Alan_Rickman,Alan_Rickman,biography,"arts, culture and entertainment",356311,25,3207,2002,"English film, television and stage actor, graphic designer (1946-2016)"
14723194,en.wikipedia.org/wiki/Star_Wars:_The_Force_Awakens,Star_Wars:_The_Force_Awakens,other,"arts, culture and entertainment",709032,76,9230,2006,2015 American epic space opera film directed by J. J. Abrams
42652013,en.wikipedia.org/wiki/XHamster,XHamster,other,internet and game,3804613,10,5404,2014,pornographic video hosting service
48863911,en.wikipedia.org/wiki/Making_a_Murderer,Making_a_Murderer,other,"arts, culture and entertainment",184547,13,2565,2015,2015 American true crime documentary series directed by Laura Ricciardi and Moira Demos
15881,en.wikipedia.org/wiki/Java_(programming_language),Java_(programming_language),other,"arts, culture and entertainment",452608,15,4156,2001,object-oriented programming language
52742228,en.wikipedia.org/wiki/Deaths_in_2016,Deaths_in_2016,other,"arts, culture and entertainment",629327,0,35,2017,Wikimedia list article
223632,en.wikipedia.org/wiki/Iman_(model),Iman_(model),biography,"arts, culture and entertainment",128518,8,1367,2003,Somali supermodel and entrepreneur
43740321,en.wikipedia.org/wiki/Royal_Rumble_(2016),Royal_Rumble_(2016),other,"arts, culture and entertainment",84391,29,3271,2014,2016 professional wrestling pay-per-view event
18070782,en.wikipedia.org/wiki/ITC_Hotels,ITC_Hotels,other,history and geography,55937,2,234,2008,Indian hotel chain
26678,en.wikipedia.org/wiki/Star_Wars,Star_Wars,other,"arts, culture and entertainment",836646,67,6299,2001,epic science fantasy space opera saga and media franchise
52711,en.wikipedia.org/wiki/Leonardo_DiCaprio,Leonardo_DiCaprio,biography,"arts, culture and entertainment",678606,25,8031,2002,American actor and film producer
1363708,en.wikipedia.org/wiki/Duncan_Jones,Duncan_Jones,biography,"arts, culture and entertainment",102118,5,953,2005,British film director
4848272,en.wikipedia.org/wiki/Donald_Trump,Donald_Trump,biography,history and geography,6320111,389,17407,2004,45th president of the United States
539887,en.wikipedia.org/wiki/Hugh_Glass,Hugh_Glass,biography,other,156610,13,1499,2004,American fur trapper and frontiersman
536880,en.wikipedia.org/wiki/Glenn_Frey,Glenn_Frey,biography,"arts, culture and entertainment",145513,11,2037,2004,American musician and actor (1948-2016)
59892,en.wikipedia.org/wiki/List_of_highest-grossing_films,List_of_highest-grossing_films,other,"arts, culture and entertainment",987768,120,5339,2002,Wikimedia list article
43308964,en.wikipedia.org/wiki/The_Hateful_Eight,The_Hateful_Eight,other,"arts, culture and entertainment",237136,30,4488,2014,2015 film by Quentin Tarantino
24831215,en.wikipedia.org/wiki/Zika_virus,Zika_virus,other,STEM,158386,33,2906,2009,species of virus
9521131,en.wikipedia.org/wiki/Cam_Newton,Cam_Newton,biography,sport,209356,51,8170,2007,"American football player, quarterback, Heisman Trophy winner"
11272657,en.wikipedia.org/wiki/Nuclear_program_of_Saudi_Arabia,Nuclear_program_of_Saudi_Arabia,other,STEM,33080,2,2507,2007,overview about the nuclear program of Saudi Arabia
1171509,en.wikipedia.org/wiki/Xerostomia,Xerostomia,other,STEM,46026,2,1903,2004,mouth dryness
45448178,en.wikipedia.org/wiki/Airlift_(film),Airlift_(film),other,"arts, culture and entertainment",92398,14,2352,2015,2016 Hindi film directed by Raja Krishna Menon
45051881,en.wikipedia.org/wiki/The_Big_Short_(film),The_Big_Short_(film),other,"arts, culture and entertainment",238084,16,2613,2015,2015 American biographical comedy-drama film directed by Adam McKay
51109457,"en.wikipedia.org/wiki/Martin_Luther_King,_Jr.","Martin_Luther_King,_Jr.",other,"arts, culture and entertainment",134561,0,17542,2016,
53266713,en.wikipedia.org/wiki/Joaquín_Guzmán,Joaquín_Guzmán,other,"arts, culture and entertainment",108716,0,11178,2017,
161570,en.wikipedia.org/wiki/Pablo_Escobar,Pablo_Escobar,biography,history and geography,932725,27,4668,2002,Colombian drug lord (1949-1993)
44425370,en.wikipedia.org/wiki/Room_(2015_film),Room_(2015_film),other,"arts, culture and entertainment",222808,15,2712,2014,2015 British-American-Canadian-Irish drama film by Lenny Abrahamson
361176,en.wikipedia.org/wiki/Bernie_Sanders,Bernie_Sanders,biography,history and geography,534494,83,12839,2003,American politician
2145410,en.wikipedia.org/wiki/List_of_Super_Bowl_champions,List_of_Super_Bowl_champions,other,sport,459731,12,899,2005,Wikimedia list article
429833,en.wikipedia.org/wiki/Peyton_Manning,Peyton_Manning,biography,sport,298948,33,13210,2004,American football quarterback
44953417,en.wikipedia.org/wiki/List_of_Bollywood_films_of_2016,List_of_Bollywood_films_of_2016,other,"arts, culture and entertainment",379652,28,79,2015,Wikimedia list article
423882,en.wikipedia.org/wiki/Natalie_Cole,Natalie_Cole,biography,"arts, culture and entertainment",90619,11,2512,2004,American singer and songwriter
59348,en.wikipedia.org/wiki/Question_mark,Question_mark,other,"arts, culture and entertainment",102607,10,1971,2002,typographic character indicating a question
46392016,en.wikipedia.org/wiki/88th_Academy_Awards,88th_Academy_Awards,other,"arts, culture and entertainment",141349,33,2729,2015,Award ceremony presented by the Academy of Motion Picture Arts & Sciences for achievement in filmmaking in 2015
203407,en.wikipedia.org/wiki/Celine_Dion,Celine_Dion,biography,"arts, culture and entertainment",292257,12,11394,2002,French Canadian singer (* 1968)
42968661,en.wikipedia.org/wiki/Super_Bowl_50,Super_Bowl_50,other,sport,155141,32,6865,2006,2016 Edition of the Super Bowl
36044408,en.wikipedia.org/wiki/Adam_Driver,Adam_Driver,biography,"arts, culture and entertainment",344722,28,1867,2012,American actor
163169,en.wikipedia.org/wiki/Eazy-E,Eazy-E,biography,"arts, culture and entertainment",393757,9,2092,2002,American rapper
45360934,en.wikipedia.org/wiki/Dilwale_(2015_film),Dilwale_(2015_film),other,"arts, culture and entertainment",181015,18,2599,2015,2015 Hindi film directed by Rohit Shetty
861741,en.wikipedia.org/wiki/Pepper_Ann,Pepper_Ann,other,"arts, culture and entertainment",31336,3,255,2004,American animated television series
47209073,en.wikipedia.org/wiki/The_Shannara_Chronicles,The_Shannara_Chronicles,other,"arts, culture and entertainment",135811,18,945,2015,American fantasy drama television series
3434750,en.wikipedia.org/wiki/United_States,United_States,other,history and geography,1459805,100,12957,2001,sovereign state in North America
49089167,en.wikipedia.org/wiki/Angela_Bowie,Angela_Bowie,other,"arts, culture and entertainment",28623,0,1444,2016,
4722289,en.wikipedia.org/wiki/Jenna_Dewan,Jenna_Dewan,biography,"arts, culture and entertainment",195529,9,799,2006,American actress
61393556,en.wikipedia.org/wiki/Joy_(film),Joy_(film),other,"arts, culture and entertainment",141582,0,1191,2019,
695824,en.wikipedia.org/wiki/George_Raft,George_Raft,biography,"arts, culture and entertainment",41176,8,5485,2004,American actor
1792975,en.wikipedia.org/wiki/Tom_Hardy,Tom_Hardy,biography,"arts, culture and entertainment",539423,31,2155,2005,"British actor, screenwriter and producer"
87644,en.wikipedia.org/wiki/Charles_Perrault,Charles_Perrault,biography,"arts, culture and entertainment",35418,3,1616,2002,French author
50919030,en.wikipedia.org/wiki/Blackstar_(David_Bowie_album),Blackstar_(David_Bowie_album),other,"arts, culture and entertainment",31547,0,3845,2016,
61404,en.wikipedia.org/wiki/Sylvester_Stallone,Sylvester_Stallone,biography,"arts, culture and entertainment",571063,14,6502,2002,"American actor, screenwriter, and film director"
13041163,en.wikipedia.org/wiki/Adele,Adele,biography,"arts, culture and entertainment",429176,53,8461,2007,British singer-songwriter
184420,en.wikipedia.org/wiki/Deadpool,Deadpool,other,"arts, culture and entertainment",324027,40,6517,2003,character appearing in Marvel Comics
7412236,en.wikipedia.org/wiki/Steve_Jobs,Steve_Jobs,biography,"arts, culture and entertainment",654978,20,12121,2001,American entrepreneur and co-founder of Apple Inc.
2500271,en.wikipedia.org/wiki/Ted_Cruz,Ted_Cruz,biography,history and geography,243284,42,9503,2005,United States Senator from Texas
148328,en.wikipedia.org/wiki/Ice_Cube,Ice_Cube,biography,"arts, culture and entertainment",375820,23,3429,2002,"American hip hop artist, music producer and actor"
7529378,en.wikipedia.org/wiki/Facebook,Facebook,other,internet and game,1038643,32,13048,2004,global online social networking service
45506550,en.wikipedia.org/wiki/American_Horror_Story:_Hotel,American_Horror_Story:_Hotel,other,"arts, culture and entertainment",233428,39,3898,2015,fifth season of American Horror Story
30304,en.wikipedia.org/wiki/The_X-Files,The_X-Files,other,"arts, culture and entertainment",178888,19,9953,2001,American science fiction drama television series
530094,en.wikipedia.org/wiki/Powerball,Powerball,other,"arts, culture and entertainment",61790,9,4376,2004,American lottery game
43683268,en.wikipedia.org/wiki/The_Martian_(film),The_Martian_(film),other,"arts, culture and entertainment",244482,43,5985,2014,2015 science fiction film directed by Ridley Scott
442087,en.wikipedia.org/wiki/René_Angélil,René_Angélil,biography,"arts, culture and entertainment",92083,9,955,2004,Canadian singer/manager
49365865,en.wikipedia.org/wiki/The_X-Files_(miniseries),The_X-Files_(miniseries),other,"arts, culture and entertainment",32874,0,3548,2016,
43884887,en.wikipedia.org/wiki/Suicide_Squad_(film),Suicide_Squad_(film),other,"arts, culture and entertainment",563146,55,5166,2014,2016 American superhero film directed by David Ayer
20816992,en.wikipedia.org/wiki/Sherlock_(TV_series),Sherlock_(TV_series),other,"arts, culture and entertainment",297891,18,6304,2008,"British crime drama television series, first broadcast in 2010"
8083,en.wikipedia.org/wiki/Dr._Dre,Dr._Dre,biography,"arts, culture and entertainment",410026,11,9034,2001,"American rapper, record producer, and entrepreneur"
90785,en.wikipedia.org/wiki/Eagles_(band),Eagles_(band),other,"arts, culture and entertainment",203979,38,6665,2002,American country rock band
19376148,en.wikipedia.org/wiki/Stephen_Hawking,Stephen_Hawking,biography,"arts, culture and entertainment",840734,22,8811,2001,"British theoretical physicist, cosmologist and author (1942-2018)."
13979626,en.wikipedia.org/wiki/Joy_Mangano,Joy_Mangano,biography,"arts, culture and entertainment",126819,4,1059,2007,American inventor
42618962,en.wikipedia.org/wiki/Daisy_Ridley,Daisy_Ridley,biography,"arts, culture and entertainment",273847,23,1296,2014,British actress
377337,en.wikipedia.org/wiki/Sunny_Leone,Sunny_Leone,biography,"arts, culture and entertainment",443040,12,4177,2003,"American Canadian actress, businesswoman, model and former pornographic actress"
43867095,en.wikipedia.org/wiki/Deadpool_(film),Deadpool_(film),other,"arts, culture and entertainment",472596,69,7651,2014,2016 superhero film produced by Marvel Entertainment
18642,en.wikipedia.org/wiki/Lemmy,Lemmy,biography,"arts, culture and entertainment",133850,16,4249,2002,British rock musician and singer-songwriter (1945-2015)
339841,en.wikipedia.org/wiki/Tom_Brady,Tom_Brady,biography,sport,631156,61,12715,2003,American football player
534366,en.wikipedia.org/wiki/Barack_Obama,Barack_Obama,biography,history and geography,1194713,54,13988,2004,44th president of the United States
1092923,en.wikipedia.org/wiki/Google,Google,other,internet and game,1093403,24,7251,2004,American multinational Internet and technology corporation
2488796,en.wikipedia.org/wiki/Republic_Day_(India),Republic_Day_(India),other,history and geography,115872,14,1054,2005,Indian national holiday
2095762,en.wikipedia.org/wiki/Channing_Tatum,Channing_Tatum,biography,"arts, culture and entertainment",305950,6,1478,2005,American actor
210475,en.wikipedia.org/wiki/Kray_twins,Kray_twins,other,"arts, culture and entertainment",239853,20,4601,2003,British twin criminals
25169,en.wikipedia.org/wiki/Quentin_Tarantino,Quentin_Tarantino,biography,"arts, culture and entertainment",378201,36,7108,2001,"American film director, screenwriter, producer, and actor"
45056190,en.wikipedia.org/wiki/13_Hours:_The_Secret_Soldiers_of_Benghazi,13_Hours:_The_Secret_Soldiers_of_Benghazi,other,"arts, culture and entertainment",145699,19,2451,2015,2016 Michael Bay film
155311,en.wikipedia.org/wiki/War_and_Peace,War_and_Peace,other,"arts, culture and entertainment",108574,11,6486,2002,1869 novel by Russian author Leo Tolstoy
42367337,en.wikipedia.org/wiki/Bajirao_Mastani,Bajirao_Mastani,other,"arts, culture and entertainment",96974,24,7391,2014,2015 Hindi film directed by Sanjay Leela Bhansali
46299779,en.wikipedia.org/wiki/Legends_of_Tomorrow,Legends_of_Tomorrow,other,"arts, culture and entertainment",300619,53,2818,2015,American television series
49699513,en.wikipedia.org/wiki/War_and_Peace_(2016_TV_series),War_and_Peace_(2016_TV_series),other,internet and game,28464,0,893,2016,
44749281,en.wikipedia.org/wiki/Creed_(film),Creed_(film),other,"arts, culture and entertainment",198575,14,2445,2014,2015 US boxing film directed by Ryan Coogler
25329994,en.wikipedia.org/wiki/The_Danish_Girl_(film),The_Danish_Girl_(film),other,"arts, culture and entertainment",149455,10,2325,2009,2015 film by Tom Hooper
37018641,en.wikipedia.org/wiki/2012_Benghazi_attack,2012_Benghazi_attack,other,history and geography,254126,9,11322,2012,"attack against two United States government facilities in Benghazi, Libya"
14533,en.wikipedia.org/wiki/India,India,other,history and geography,1026974,58,11142,2001,sovereign state in South Asia
50655727,en.wikipedia.org/wiki/List_of_The_Flash_(2014_TV_series)_episodes,List_of_The_Flash_(2014_TV_series)_episodes,other,"arts, culture and entertainment",166485,0,117,2016,
331174,en.wikipedia.org/wiki/David_Bowie_discography,David_Bowie_discography,other,"arts, culture and entertainment",85928,34,961,2003,Wikimedia artist discography
314475,en.wikipedia.org/wiki/Carrie_Fisher,Carrie_Fisher,biography,"arts, culture and entertainment",542273,26,4112,2003,"American actress, screenwriter and novelist"
16100029,en.wikipedia.org/wiki/Novak_Djokovic,Novak_Djokovic,biography,sport,365423,51,16814,2006,Serbian tennis player
45645343,en.wikipedia.org/wiki/The_Boy_(2016_film),The_Boy_(2016_film),other,"arts, culture and entertainment",107441,10,1205,2015,Chinese-American horror film
40975500,en.wikipedia.org/wiki/List_of_Steven_Universe_episodes,List_of_Steven_Universe_episodes,other,"arts, culture and entertainment",442347,72,659,2013,Wikimedia list article
44799623,en.wikipedia.org/wiki/Kyaa_Kool_Hain_Hum_3,Kyaa_Kool_Hain_Hum_3,other,"arts, culture and entertainment",47871,8,536,2014,2016 film
36426373,en.wikipedia.org/wiki/Mad_Max:_Fury_Road,Mad_Max:_Fury_Road,other,"arts, culture and entertainment",253189,35,4732,2012,2015 Australian post-apocalyptic action film directed by George Miller
3524766,en.wikipedia.org/wiki/YouTube,YouTube,other,internet and game,1054838,30,13058,2005,video-sharing service owned by Google
55428452,en.wikipedia.org/wiki/Mr._Robot_(TV_series),Mr._Robot_(TV_series),other,"arts, culture and entertainment",228845,0,2788,2017,
435012,en.wikipedia.org/wiki/Iowa_caucuses,Iowa_caucuses,other,history and geography,84813,9,3016,2004,United States Electoral Event
41865524,en.wikipedia.org/wiki/Jessica_Jones_(TV_series),Jessica_Jones_(TV_series),other,"arts, culture and entertainment",269556,23,3738,2014,American web television series
44685010,en.wikipedia.org/wiki/Kylo_Ren,Kylo_Ren,other,"arts, culture and entertainment",139222,21,4656,2014,Star Trek character
5043734,en.wikipedia.org/wiki/Wikipedia,Wikipedia,other,internet and game,1557690,29,12297,2001,free online encyclopedia that anyone can edit
21149,en.wikipedia.org/wiki/N.W.A,N.W.A,other,"arts, culture and entertainment",268854,11,3664,2001,American hip hop group
59156457,"en.wikipedia.org/wiki/United_States_presidential_election,_2016","United_States_presidential_election,_2016",other,other,547020,0,11304,2018,
43221463,en.wikipedia.org/wiki/Sicario_(2015_film),Sicario_(2015_film),other,"arts, culture and entertainment",204614,19,1913,2014,2015 American crime-thriller drama film directed by Denis Villeneuve
20068492,en.wikipedia.org/wiki/2016_in_film,2016_in_film,other,"arts, culture and entertainment",291531,78,285,2008,overview of the events of 2016 in film
8921357,en.wikipedia.org/wiki/Barack_obama,Barack_obama,other,"arts, culture and entertainment",121167,0,13988,2007,
7717074,en.wikipedia.org/wiki/Lisa_Brennan-Jobs,Lisa_Brennan-Jobs,biography,"arts, culture and entertainment",140096,8,1000,2006,"writer, journalist, daughter of Steve Jobs"
37386608,en.wikipedia.org/wiki/2015_in_film,2015_in_film,other,"arts, culture and entertainment",177570,43,326,2012,overview of the events of 2015 in film
43842546,en.wikipedia.org/wiki/Spotlight_(film),Spotlight_(film),other,"arts, culture and entertainment",188823,16,3042,2014,2015 drama film by Tom McCarthy
2150841,en.wikipedia.org/wiki/Lionel_Messi,Lionel_Messi,biography,sport,881338,81,19079,2005,Argentine association football player
23680998,en.wikipedia.org/wiki/Justin_Bieber,Justin_Bieber,biography,internet and game,602107,34,9309,2008,Canadian singer and songwriter
3413048,en.wikipedia.org/wiki/Aokigahara,Aokigahara,other,history and geography,128383,11,863,2005,"forest near Mount Fuji in Yamanashi Prefecture, Japan"
12684530,en.wikipedia.org/wiki/Jennifer_Lawrence,Jennifer_Lawrence,biography,"arts, culture and entertainment",483492,27,4627,2007,American actress and producer
44377519,en.wikipedia.org/wiki/The_Forest_(2016_film),The_Forest_(2016_film),other,"arts, culture and entertainment",70789,9,2047,2014,2016 American supernatural horror film directed by Jason Zada
1828447,en.wikipedia.org/wiki/Jessica_Jones,Jessica_Jones,other,"arts, culture and entertainment",286380,9,2382,2005,Marvel Comics superhero
2731583,en.wikipedia.org/wiki/Adolf_Hitler,Adolf_Hitler,biography,history and geography,784810,35,12475,2001,"Austrian-born German politician, chancellor and Führer of Germany, leader of the Nazi Party (1889-1945)"
6610,en.wikipedia.org/wiki/Carolina_Panthers,Carolina_Panthers,other,sport,91150,21,5819,2001,American football team
44972049,en.wikipedia.org/wiki/Mia_Khalifa,Mia_Khalifa,biography,"arts, culture and entertainment",595052,15,1954,2015,American social media personality and former porn actress
689829,en.wikipedia.org/wiki/Stacey_Dash,Stacey_Dash,biography,"arts, culture and entertainment",113010,16,1478,2004,American actress
42249836,en.wikipedia.org/wiki/Gigi_Hadid,Gigi_Hadid,biography,"arts, culture and entertainment",423463,23,2127,2014,American model
345802,en.wikipedia.org/wiki/John_Cena,John_Cena,biography,"arts, culture and entertainment",551801,43,11697,2003,"American professional wrestler, actor, and television presenter"
44853982,en.wikipedia.org/wiki/Spectre_(2015_film),Spectre_(2015_film),other,"arts, culture and entertainment",321422,53,6293,2006,2015 James Bond film by Sam Mendes
26671082,en.wikipedia.org/wiki/Michael_Burry,Michael_Burry,biography,history and geography,127827,4,1111,2010,American hedge fund manager
32927,en.wikipedia.org/wiki/World_War_II,World_War_II,other,history and geography,841663,35,12577,2001,1939–1945 global war between the Allied and Axis Powers
1339248,en.wikipedia.org/wiki/Brie_Larson,Brie_Larson,biography,"arts, culture and entertainment",424256,39,4460,2004,"American actress, singer-songwriter and musician"
37371793,en.wikipedia.org/wiki/List_of_Arrow_episodes,List_of_Arrow_episodes,other,"arts, culture and entertainment",349314,47,314,2012,Wikimedia list article
9087364,en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant,Islamic_State_of_Iraq_and_the_Levant,other,history and geography,3348413,70,10293,2007,Salafi jihadist terrorist and militant group
745066,en.wikipedia.org/wiki/A.J._Styles,A.J._Styles,biography,"arts, culture and entertainment",137072,99,12462,2004,American professional wrestler
156126,en.wikipedia.org/wiki/Dwayne_Johnson,Dwayne_Johnson,biography,"arts, culture and entertainment",912373,45,8868,2002,American-Canadian actor and professional wrestler
623737,en.wikipedia.org/wiki/Cristiano_Ronaldo,Cristiano_Ronaldo,biography,sport,1064329,98,13711,2004,Portuguese association football player
20715044,en.wikipedia.org/wiki/Game_of_Thrones,Game_of_Thrones,other,"arts, culture and entertainment",1014781,58,10786,2008,American fantasy drama television series
8955445,en.wikipedia.org/wiki/O._J._Simpson,O._J._Simpson,biography,sport,634275,13,5328,2003,"retired American football player, broadcaster, actor, advertising spokesman, and convicted felon"
45525455,en.wikipedia.org/wiki/Lucifer_(TV_series),Lucifer_(TV_series),other,"arts, culture and entertainment",423120,35,2281,2015,American television series
48188371,en.wikipedia.org/wiki/73rd_Golden_Globe_Awards,73rd_Golden_Globe_Awards,other,"arts, culture and entertainment",29144,5,387,2015,Golden Globe Award ceremony
54011865,en.wikipedia.org/wiki/Bajirao_I,Bajirao_I,other,"arts, culture and entertainment",91996,0,4183,2017,
113746,en.wikipedia.org/wiki/Sean_Penn,Sean_Penn,biography,other,229423,4,3586,2002,"American actor, screenwriter, and film director"
42772919,en.wikipedia.org/wiki/List_of_Bollywood_films_of_2015,List_of_Bollywood_films_of_2015,other,"arts, culture and entertainment",215863,11,32,2014,Wikimedia list article
4656491,en.wikipedia.org/wiki/Olivia_Munn,Olivia_Munn,biography,"arts, culture and entertainment",296331,13,2142,2006,"American actress, comedian, model, television personality and author"
31717,en.wikipedia.org/wiki/United_Kingdom,United_Kingdom,other,history and geography,840354,45,16455,2001,country in Western Europe
44059,en.wikipedia.org/wiki/Harrison_Ford,Harrison_Ford,biography,"arts, culture and entertainment",382873,10,5235,2002,American film actor and producer
34094896,en.wikipedia.org/wiki/List_of_awards_and_nominations_received_by_Leonardo_DiCaprio,List_of_awards_and_nominations_received_by_Leonardo_DiCaprio,other,"arts, culture and entertainment",62471,14,679,2011,Wikimedia list article
4764461,en.wikipedia.org/wiki/World_War_I,World_War_I,other,history and geography,758530,27,23369,2001,"1914–1918 global war, centered in Europe, between the Allied and Central Powers"
5608488,en.wikipedia.org/wiki/Stephen_Curry,Stephen_Curry,biography,sport,527680,25,9744,2006,American basketball player
161482,en.wikipedia.org/wiki/Suge_Knight,Suge_Knight,biography,"arts, culture and entertainment",313793,25,3699,2002,American record producer and music executive
523032,en.wikipedia.org/wiki/Kanye_West,Kanye_West,biography,"arts, culture and entertainment",533627,50,16208,2004,"American rapper, record producer, and fashion designer"
37766251,en.wikipedia.org/wiki/María_Santos_Gorrostieta_Salazar,María_Santos_Gorrostieta_Salazar,biography,history and geography,14287,1,1374,2012,Mexican physician and politician
2619910,en.wikipedia.org/wiki/Batman_v_Superman:_Dawn_of_Justice,Batman_v_Superman:_Dawn_of_Justice,other,"arts, culture and entertainment",493757,102,9056,2005,2016 American superhero film by Zack Snyder
5013125,en.wikipedia.org/wiki/Oscar_Isaac,Oscar_Isaac,biography,"arts, culture and entertainment",209770,14,1313,2006,American actor and singer
52549,en.wikipedia.org/wiki/Star_Wars_(film),Star_Wars_(film),other,"arts, culture and entertainment",258702,39,15319,2002,1977 American epic space opera film directed by George Lucas
43980254,en.wikipedia.org/wiki/Wazir_(film),Wazir_(film),other,"arts, culture and entertainment",44577,14,2863,2014,2016 Hindi drama directed by Bejoy Nambiar
32601798,en.wikipedia.org/wiki/Alicia_Vikander,Alicia_Vikander,biography,"arts, culture and entertainment",345037,19,1884,2011,Swedish actress and former dancer
43108238,en.wikipedia.org/wiki/Straight_Outta_Compton_(film),Straight_Outta_Compton_(film),other,"arts, culture and entertainment",115031,29,5002,2014,2015 film directed by F. Gary Gray
18617682,en.wikipedia.org/wiki/Mark_Hamill,Mark_Hamill,biography,"arts, culture and entertainment",258394,15,4171,2002,"American actor, producer, director, and writer"
19394613,en.wikipedia.org/wiki/Kim_Kardashian,Kim_Kardashian,biography,"arts, culture and entertainment",638860,22,4030,2006,American television and social media personality
2815243,en.wikipedia.org/wiki/Star_Wars_sequel_trilogy,Star_Wars_sequel_trilogy,other,"arts, culture and entertainment",130230,41,5584,2005,third film trilogy in the Star Wars franchise
42519760,en.wikipedia.org/wiki/The_Finest_Hours_(2016_film),The_Finest_Hours_(2016_film),other,"arts, culture and entertainment",81638,8,1148,2014,2016 American disaster drama film produced by Walt Disney Pictures
43142604,en.wikipedia.org/wiki/The_5th_Wave_(film),The_5th_Wave_(film),other,"arts, culture and entertainment",103877,16,1716,2014,2016 film by J Blakeson
41844524,en.wikipedia.org/wiki/The_Flash_(2014_TV_series),The_Flash_(2014_TV_series),other,"arts, culture and entertainment",387871,29,4320,2014,2014 TV series
1284267,en.wikipedia.org/wiki/Aaron_Rodgers,Aaron_Rodgers,biography,sport,284446,22,10499,2004,American football quarterback
61445538,en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,List_of_Presidents_of_the_United_States,other,history and geography,604379,0,539,2019,
4550,en.wikipedia.org/wiki/Bikini,Bikini,biography,"arts, culture and entertainment",64803,12,6714,2001,two-piece women's swimwear
45111069,en.wikipedia.org/wiki/The_Man_in_the_High_Castle_(TV_series),The_Man_in_the_High_Castle_(TV_series),other,"arts, culture and entertainment",316101,28,2071,2015,American dystopian alternate history television series
7165758,en.wikipedia.org/wiki/Michael_Oher,Michael_Oher,biography,sport,227394,2,1643,2006,American football player
262376,en.wikipedia.org/wiki/Roger_Federer,Roger_Federer,biography,sport,516599,86,15797,2003,Swiss tennis player
47771468,en.wikipedia.org/wiki/UFC_Fight_Night:_Dillashaw_vs._Cruz,UFC_Fight_Night:_Dillashaw_vs._Cruz,biography,sport,35807,3,333,2015,UFC mixed martial arts event in 2016
42238,en.wikipedia.org/wiki/Gillian_Anderson,Gillian_Anderson,biography,"arts, culture and entertainment",241380,25,4963,2002,"American film, television and theatre actress, activist and writer"
46230076,en.wikipedia.org/wiki/Zayn_Malik,Zayn_Malik,biography,"arts, culture and entertainment",374156,33,3759,2010,British singer
27718,en.wikipedia.org/wiki/Super_Bowl,Super_Bowl,other,sport,244670,35,9282,2001,National Football League (NFL) championship game
11269605,en.wikipedia.org/wiki/The_Big_Bang_Theory,The_Big_Bang_Theory,other,"arts, culture and entertainment",481142,26,6536,2007,American television sitcom 2007-2019
20455,en.wikipedia.org/wiki/Michael_Jordan,Michael_Jordan,biography,sport,835194,23,9240,2001,American basketball player and businessman
26906776,en.wikipedia.org/wiki/The_Big_Short,The_Big_Short,other,"arts, culture and entertainment",53682,1,434,2010,Michael Lewis' book about of the 2008 financial crisis
2379059,en.wikipedia.org/wiki/Mastani,Mastani,biography,other,96530,7,661,2005,Second wife of Bajirao I
48594617,en.wikipedia.org/wiki/2016_Australian_Open,2016_Australian_Open,biography,sport,23903,24,1082,2015,grand slam tennis tournament
38738224,en.wikipedia.org/wiki/Conor_McGregor,Conor_McGregor,biography,sport,638893,63,5365,2011,Irish mixed martial artist and boxer
4429395,en.wikipedia.org/wiki/Eminem,Eminem,biography,"arts, culture and entertainment",656639,35,14485,2001,"American rapper, producer and actor"
35793706,en.wikipedia.org/wiki/Arrow_(TV_series),Arrow_(TV_series),other,"arts, culture and entertainment",334903,50,6376,2012,American action-adventure television series
42705775,en.wikipedia.org/wiki/Agent_Carter_(TV_series),Agent_Carter_(TV_series),other,"arts, culture and entertainment",91183,10,3764,2014,"American television series, based on the Marvel One-Shot short film"
28890581,en.wikipedia.org/wiki/Downton_Abbey,Downton_Abbey,other,"arts, culture and entertainment",238445,21,8236,2010,British historical drama television series from 2010–2015 set in the early 20th century
34210,en.wikipedia.org/wiki/XXX,XXX,other,"arts, culture and entertainment",745882,1,5,2002,Wikimedia disambiguation page
1806,en.wikipedia.org/wiki/Arnold_Schwarzenegger,Arnold_Schwarzenegger,biography,"arts, culture and entertainment",586444,15,11322,2001,"Austrian-American actor, businessman, bodybuilder and politician"
