page_id,url,title,page_type,category,avg_views,avg_edits,words,creation_year,description
6473627,en.wikipedia.org/wiki/Kalabhavan_Mani,Kalabhavan_Mani,biography,"arts, culture and entertainment",35383,12,1329,2006,Indian actor
46234603,en.wikipedia.org/wiki/The_Family_(2016_TV_series),The_Family_(2016_TV_series),other,"arts, culture and entertainment",34634,5,665,2012,2016 American television series
214233,en.wikipedia.org/wiki/Nina_Simone,Nina_Simone,biography,"arts, culture and entertainment",131742,14,5702,2003,"American singer, songwriter, pianist, arranger, and civil rights activist"
6254347,en.wikipedia.org/wiki/Dendrocnide_moroides,Dendrocnide_moroides,other,history and geography,57432,3,583,2006,Nettle found in Australian rainforest
27306717,en.wikipedia.org/wiki/Marvel_Cinematic_Universe,Marvel_Cinematic_Universe,other,"arts, culture and entertainment",621259,28,11884,2010,film franchise and shared fictional universe
43601234,en.wikipedia.org/wiki/Fan_(film),Fan_(film),other,"arts, culture and entertainment",107483,16,2833,2013,2016 Indian action thriller film directed by Maneesh Sharma
36483433,en.wikipedia.org/wiki/Divergent_(film),Divergent_(film),other,"arts, culture and entertainment",163377,9,3698,2012,2014 American science fiction action film directed by Neil Burger
42163310,en.wikipedia.org/wiki/List_of_Marvel_Cinematic_Universe_films,List_of_Marvel_Cinematic_Universe_films,other,"arts, culture and entertainment",1066184,157,3323,2014,Wikimedia list article
11181,en.wikipedia.org/wiki/Frank_Sinatra,Frank_Sinatra,biography,"arts, culture and entertainment",382020,66,15935,2001,American singer and actor (1915-1998)
543131,en.wikipedia.org/wiki/Complement_system,Complement_system,other,STEM,42561,3,2641,2004,"part of the immune system that enhances (complements) the ability of antibodies and phagocytic cells to clear microbes and damaged cells from an organism, promotes inflammation, and attacks the pathogen's cell membrane"
42503719,en.wikipedia.org/wiki/Rocky_Handsome,Rocky_Handsome,other,"arts, culture and entertainment",43899,8,1213,2014,2016 Hindi film directed by Nishikant Kamat
47233684,en.wikipedia.org/wiki/Miracles_from_Heaven_(film),Miracles_from_Heaven_(film),other,"arts, culture and entertainment",57699,7,1305,2015,2016 film by Patricia Riggen
60970831,en.wikipedia.org/wiki/The_Voice_(U.S._season_10),The_Voice_(U.S._season_10),other,"arts, culture and entertainment",40881,0,1111,2019,
13623554,en.wikipedia.org/wiki/Che_Guevara,Che_Guevara,biography,history and geography,297369,10,14220,2002,Argentine Marxist revolutionary
5064922,en.wikipedia.org/wiki/Duke_lacrosse_case,Duke_lacrosse_case,biography,history and geography,38358,7,7739,2006,"a 2006 criminal case in Durham, North Carolina, United States"
167805,en.wikipedia.org/wiki/Gwen_Stefani,Gwen_Stefani,biography,"arts, culture and entertainment",348926,31,4918,2003,American singer-songwriter
22288820,en.wikipedia.org/wiki/Alexandra_Daddario,Alexandra_Daddario,biography,"arts, culture and entertainment",305372,22,832,2009,American actress
28381,en.wikipedia.org/wiki/Superman,Superman,other,"arts, culture and entertainment",200781,49,10674,2001,superhero appearing in DC Comics publications and related media
4339721,en.wikipedia.org/wiki/Tiffany_Trump,Tiffany_Trump,biography,"arts, culture and entertainment",291520,19,585,2006,American Internet personality and daughter of Donald Trump and Marla Maples
207843,en.wikipedia.org/wiki/Caroline_Herschel,Caroline_Herschel,biography,history and geography,13368,6,3120,2003,German-British astronomer
26954,en.wikipedia.org/wiki/Stephen_King,Stephen_King,biography,"arts, culture and entertainment",293743,10,5973,2001,American author
50732191,"en.wikipedia.org/wiki/Frank_Sinatra,_Jr.","Frank_Sinatra,_Jr.",other,"arts, culture and entertainment",33045,0,1429,2016,
2016144,en.wikipedia.org/wiki/Sarah_Paulson,Sarah_Paulson,biography,"arts, culture and entertainment",308881,16,2624,2005,"American film, stage, the supreme and television actress"
11054,en.wikipedia.org/wiki/Fascism,Fascism,other,history and geography,337196,23,12454,2001,form of radical authoritarian nationalism
3218480,en.wikipedia.org/wiki/Katt_Williams,Katt_Williams,biography,"arts, culture and entertainment",62505,8,1813,2005,American actor & stand-up comedian from Ohio
10100,en.wikipedia.org/wiki/Equinox,Equinox,other,STEM,96004,13,2457,2001,astronomical event where the Sun is directly above the Earth's equator
8007901,en.wikipedia.org/wiki/Jon_Bernthal,Jon_Bernthal,biography,"arts, culture and entertainment",160782,11,1792,2006,American actor
48733,en.wikipedia.org/wiki/Ragnar_Lodbrok,Ragnar_Lodbrok,biography,history and geography,256090,16,3127,2002,legendary king of Sweden and Denmark
113063,en.wikipedia.org/wiki/Sean_Astin,Sean_Astin,biography,"arts, culture and entertainment",164281,11,2012,2002,"American actor, director, producer"
328159,en.wikipedia.org/wiki/English_Wikipedia,English_Wikipedia,other,internet and game,185804,15,2237,2003,English-language edition of Wikipedia
728776,en.wikipedia.org/wiki/Zlatan_Ibrahimović,Zlatan_Ibrahimović,biography,sport,404218,39,13799,2004,Swedish association football player
47391205,en.wikipedia.org/wiki/Jon_Jones,Jon_Jones,biography,sport,237474,13,6301,2008,American mixed martial artist
46769739,en.wikipedia.org/wiki/My_Big_Fat_Greek_Wedding_2,My_Big_Fat_Greek_Wedding_2,other,"arts, culture and entertainment",42950,6,1165,2015,2016 film by Kirk Jones
20949091,en.wikipedia.org/wiki/Jennifer_Garner,Jennifer_Garner,biography,"arts, culture and entertainment",275102,20,4077,2003,American actress
144171,en.wikipedia.org/wiki/Christina_Aguilera,Christina_Aguilera,biography,"arts, culture and entertainment",210037,25,6781,2002,"American singer, songwriter, actress and television personality"
54961142,en.wikipedia.org/wiki/Dunblane_school_massacre,Dunblane_school_massacre,other,"arts, culture and entertainment",28453,0,2804,2017,
41685397,en.wikipedia.org/wiki/Happy_Valley_(TV_series),Happy_Valley_(TV_series),other,"arts, culture and entertainment",65170,6,1263,2014,British drama television series
51024193,en.wikipedia.org/wiki/NCAA_Men's_Division_I_Basketball_Championship,NCAA_Men's_Division_I_Basketball_Championship,other,sport,27121,0,10237,2016,
183753,en.wikipedia.org/wiki/Jane_Wyman,Jane_Wyman,biography,"arts, culture and entertainment",55758,7,3196,2003,"American actress, singer, dancer, and philanthropist (1917-2007)"
23601,en.wikipedia.org/wiki/Pi,Pi,other,STEM,179719,18,9800,2001,ratio of the circumference of a circle to its diameter
37556,en.wikipedia.org/wiki/Asperger_syndrome,Asperger_syndrome,other,STEM,327263,11,5431,2002,neurodevelopmental disorder affecting social interaction
30722,en.wikipedia.org/wiki/Theremin,Theremin,other,"arts, culture and entertainment",61548,8,3006,2001,electronic music instrument
47915609,en.wikipedia.org/wiki/Heidi_Cruz,Heidi_Cruz,biography,other,33957,15,1418,2015,American investment manager at Goldman Sachs
23916,en.wikipedia.org/wiki/Paul_Reubens,Paul_Reubens,biography,"arts, culture and entertainment",106008,4,5232,2001,"American actor, writer, film producer, game show host, and comedian"
59185055,"en.wikipedia.org/wiki/United_States_presidential_election,_2012","United_States_presidential_election,_2012",other,other,189953,0,4245,2018,
55915,en.wikipedia.org/wiki/Keith_Emerson,Keith_Emerson,biography,"arts, culture and entertainment",34952,17,6665,2002,British recording artist; keyboard player and composer (1944-2016)
4704229,en.wikipedia.org/wiki/Once_Upon_a_Time_(TV_series),Once_Upon_a_Time_(TV_series),other,"arts, culture and entertainment",268395,39,5449,2006,American television series
60970862,en.wikipedia.org/wiki/The_Voice_(U.S._TV_series),The_Voice_(U.S._TV_series),other,internet and game,167059,0,3387,2019,
66345214,en.wikipedia.org/wiki/Cyborg_(comics),Cyborg_(comics),other,"arts, culture and entertainment",83122,,6052,2021,
60968203,en.wikipedia.org/wiki/Dancing_with_the_Stars_(U.S._season_22),Dancing_with_the_Stars_(U.S._season_22),other,"arts, culture and entertainment",45823,0,772,2019,
43650667,en.wikipedia.org/wiki/The_Jungle_Book_(2016_film),The_Jungle_Book_(2016_film),other,"arts, culture and entertainment",231809,65,5253,2014,2016 American fantasy adventure film directed and co-produced by Jon Favreau
46700742,en.wikipedia.org/wiki/Agents_of_S.H.I.E.L.D._(season_3),Agents_of_S.H.I.E.L.D._(season_3),other,"arts, culture and entertainment",84942,20,5320,2015,season of television series
45492650,en.wikipedia.org/wiki/Pornhub,Pornhub,other,internet and game,460912,6,2925,2010,pornographic video sharing website
49452597,en.wikipedia.org/wiki/Kanhaiya_Kumar,Kanhaiya_Kumar,biography,other,56405,15,1158,2016,Indian student activist
1095706,en.wikipedia.org/wiki/Jesus,Jesus,other,"arts, culture and entertainment",357701,45,13138,2001,"Jewish preacher and religious leader, central figure of Christianity"
7932564,en.wikipedia.org/wiki/UEFA_Euro_2016,UEFA_Euro_2016,other,sport,437191,31,3838,2006,15th European association football championship
5042481,en.wikipedia.org/wiki/Cuba,Cuba,other,history and geography,224543,21,11823,2001,sovereign state situated on an island in the Caribbean Sea
62081672,en.wikipedia.org/wiki/Black_Panther_(comics),Black_Panther_(comics),other,internet and game,178371,0,8341,2019,
31186643,en.wikipedia.org/wiki/The_Hunger_Games,The_Hunger_Games,other,"arts, culture and entertainment",185282,4,2589,2011,three books by Suzanne Collins (2008–2010)
46276,en.wikipedia.org/wiki/Mother's_Day,Mother's_Day,other,"arts, culture and entertainment",162048,15,9307,2002,celebration honoring mothers
823277,en.wikipedia.org/wiki/John_Cazale,John_Cazale,biography,"arts, culture and entertainment",101511,5,2106,2004,American actor (1935-1978)
33983258,en.wikipedia.org/wiki/Malala_Yousafzai,Malala_Yousafzai,biography,STEM,215431,36,6915,2011,Pakistani children's education activist
309412,en.wikipedia.org/wiki/Darkseid,Darkseid,other,"arts, culture and entertainment",100868,20,3739,2003,fictional character that appears in comic books published by DC Comics
44067307,en.wikipedia.org/wiki/Ghostbusters_(2016_film),Ghostbusters_(2016_film),other,"arts, culture and entertainment",190393,60,5140,2014,2016 US comedy film by Paul Feig
1022352,en.wikipedia.org/wiki/Melissa_McCarthy,Melissa_McCarthy,biography,"arts, culture and entertainment",269140,20,1786,2004,American actress and comedian
19198,en.wikipedia.org/wiki/Michael_Reagan,Michael_Reagan,biography,"arts, culture and entertainment",29413,6,879,2002,American journalist
623580,en.wikipedia.org/wiki/Alicia_Witt,Alicia_Witt,biography,"arts, culture and entertainment",78395,4,1577,2004,American actress
11983070,en.wikipedia.org/wiki/Johnny_Cash,Johnny_Cash,biography,"arts, culture and entertainment",380004,35,9164,2001,American singer-songwriter and actor
50003997,en.wikipedia.org/wiki/Miraculous:_Tales_of_Ladybug_and_Cat_Noir,Miraculous:_Tales_of_Ladybug_and_Cat_Noir,other,"arts, culture and entertainment",10282,0,3007,2016,
4913064,en.wikipedia.org/wiki/New_Zealand,New_Zealand,other,history and geography,438166,23,8758,2001,"sovereign state in Oceania, situated on two main and around 600 smaller islands in the southwestern Pacific Ocean"
49037703,en.wikipedia.org/wiki/UFC_197,UFC_197,biography,sport,43321,8,607,2016,UFC mixed martial arts event in 2016
5043544,en.wikipedia.org/wiki/Democratic_Party_(United_States),Democratic_Party_(United_States),other,history and geography,320211,35,12996,2001,political party in the United States
614906,en.wikipedia.org/wiki/Scott_Kelly_(astronaut),Scott_Kelly_(astronaut),biography,history and geography,40892,7,2740,2004,"American astronaut, engineer"
44383992,en.wikipedia.org/wiki/The_Divergent_Series:_Insurgent,The_Divergent_Series:_Insurgent,other,"arts, culture and entertainment",102838,5,2985,2014,2015 American science fiction movie directed by Robert Schwentke
64683029,en.wikipedia.org/wiki/Madonna_(entertainer),Madonna_(entertainer),other,"arts, culture and entertainment",372261,0,11999,2020,
3521614,en.wikipedia.org/wiki/NAND_logic,NAND_logic,other,STEM,20327,2,503,2005,logic constructed only from NAND gates
240361,en.wikipedia.org/wiki/Sally_Field,Sally_Field,biography,"arts, culture and entertainment",196497,10,2485,2003,American actress
46989674,en.wikipedia.org/wiki/Dark_Souls_III,Dark_Souls_III,other,internet and game,65767,17,2580,2015,2016 video game
48172659,en.wikipedia.org/wiki/DNCE,DNCE,biography,"arts, culture and entertainment",92577,14,887,2015,American pop band
50997039,en.wikipedia.org/wiki/Boku_Dake_ga_Inai_Machi,Boku_Dake_ga_Inai_Machi,other,"arts, culture and entertainment",24377,0,779,2016,
170389,en.wikipedia.org/wiki/Maundy_Thursday,Maundy_Thursday,other,"arts, culture and entertainment",41128,6,2608,2003,Christian holiday commemorating the Last Supper
426208,en.wikipedia.org/wiki/Mitt_Romney,Mitt_Romney,biography,history and geography,161453,14,14435,2004,United States Senator from Utah
714828,en.wikipedia.org/wiki/Maureen_Reagan,Maureen_Reagan,biography,history and geography,28518,2,493,2004,American actress (1941-2001)
142510,en.wikipedia.org/wiki/The_Notorious_B.I.G.,The_Notorious_B.I.G.,biography,"arts, culture and entertainment",307602,11,5166,2002,American rapper and songwriter
2324849,en.wikipedia.org/wiki/Mary_Elizabeth_Winstead,Mary_Elizabeth_Winstead,biography,"arts, culture and entertainment",200859,15,3878,2005,American actress and singer
15641,en.wikipedia.org/wiki/Joseph_Stalin,Joseph_Stalin,biography,history and geography,409570,79,19496,2001,"Soviet politician, general secretary of the Communist Party of the Soviet Union and premier of the Soviet Union (1878-1953)"
16046327,en.wikipedia.org/wiki/DC_Universe_Animated_Original_Movies,DC_Universe_Animated_Original_Movies,other,"arts, culture and entertainment",237608,32,1123,2008,film series
440044,en.wikipedia.org/wiki/Black_Dahlia,Black_Dahlia,biography,"arts, culture and entertainment",180701,14,6086,2003,American murder victim (1924-1947)
2223177,en.wikipedia.org/wiki/Criminal_Minds,Criminal_Minds,other,"arts, culture and entertainment",259027,24,1861,2005,2005 American television series
63522,en.wikipedia.org/wiki/Crohn's_disease,Crohn's_disease,other,STEM,247350,13,6305,2002,type of inflammatory bowel disease
3500202,en.wikipedia.org/wiki/Civil_War_(comics),Civil_War_(comics),other,"arts, culture and entertainment",64967,10,4381,2005,Marvel Comics storyline
542106,en.wikipedia.org/wiki/Jonathan_Taylor_Thomas,Jonathan_Taylor_Thomas,biography,"arts, culture and entertainment",131916,8,478,2004,American actor
46583730,en.wikipedia.org/wiki/Blindspot_(TV_series),Blindspot_(TV_series),other,"arts, culture and entertainment",193446,27,682,2015,2015 American action crime drama series
16935940,en.wikipedia.org/wiki/Electoral_College_(United_States),Electoral_College_(United_States),other,other,219426,0,13841,2008,
4531,en.wikipedia.org/wiki/Bipolar_disorder,Bipolar_disorder,other,STEM,258125,18,8147,2001,human mental illness characterized by mood changes
2805792,en.wikipedia.org/wiki/List_of_Grey's_Anatomy_episodes,List_of_Grey's_Anatomy_episodes,other,"arts, culture and entertainment",179455,10,373,2005,Wikimedia list article
48802704,en.wikipedia.org/wiki/NXT_TakeOver:_Dallas,NXT_TakeOver:_Dallas,other,"arts, culture and entertainment",29121,13,2118,2015,2016 WWE Network event
34269647,en.wikipedia.org/wiki/Miss_Peregrine's_Home_for_Peculiar_Children,Miss_Peregrine's_Home_for_Peculiar_Children,other,"arts, culture and entertainment",91896,15,2489,2012,novel by Ransom Riggs
45196968,en.wikipedia.org/wiki/Jai_Gangaajal,Jai_Gangaajal,other,"arts, culture and entertainment",19852,5,894,2015,2016 film by Prakash Jha
176316,en.wikipedia.org/wiki/Loretta_Lynn,Loretta_Lynn,biography,"arts, culture and entertainment",125297,18,4818,2003,American country music singer-songwriter
9424472,en.wikipedia.org/wiki/Calvin_Harris,Calvin_Harris,biography,"arts, culture and entertainment",132166,32,4964,2007,"Scottish DJ, singer, songwriter, and record producer"
2825163,en.wikipedia.org/wiki/Zack_Snyder,Zack_Snyder,biography,"arts, culture and entertainment",96986,21,1505,2005,"American film director, film producer, and screenwriter, porn actor"
1080555,en.wikipedia.org/wiki/Maha_Shivaratri,Maha_Shivaratri,other,"arts, culture and entertainment",46618,10,2109,2004,Hindu festival for contemplation of self and Shiva
59201438,"en.wikipedia.org/wiki/Statewide_opinion_polling_for_the_Democratic_Party_presidential_primaries,_2016","Statewide_opinion_polling_for_the_Democratic_Party_presidential_primaries,_2016",other,history and geography,26605,0,5017,2018,
37595203,en.wikipedia.org/wiki/Fifth_Harmony,Fifth_Harmony,other,"arts, culture and entertainment",223263,30,2994,2012,American girl group
44819206,en.wikipedia.org/wiki/Fear_the_Walking_Dead,Fear_the_Walking_Dead,other,"arts, culture and entertainment",264302,44,2287,2014,American post-apocalyptic horror drama television series
168540,en.wikipedia.org/wiki/Lil_Wayne,Lil_Wayne,biography,"arts, culture and entertainment",312510,16,8635,2003,"American rapper, singer, songwriter, record executive, entrepreneur, and actor"
162964,en.wikipedia.org/wiki/John_Stamos,John_Stamos,biography,"arts, culture and entertainment",169484,23,1989,2002,American actor and musician
1071729,en.wikipedia.org/wiki/Padma_Lakshmi,Padma_Lakshmi,biography,"arts, culture and entertainment",104896,6,1587,2004,"Indian-born American author, actress, model, television host and executive producer"
5407,en.wikipedia.org/wiki/California,California,other,history and geography,399503,24,12922,2001,state of the United States of America
45019410,en.wikipedia.org/wiki/Supernatural_(season_11),Supernatural_(season_11),other,"arts, culture and entertainment",83975,11,250,2015,season of television series
9282173,en.wikipedia.org/wiki/Israel,Israel,other,history and geography,480963,38,16351,2001,sovereign state in western Asia
45240511,en.wikipedia.org/wiki/Death_of_Elisa_Lam,Death_of_Elisa_Lam,other,"arts, culture and entertainment",109831,11,3259,2015,young women got murdered by morbid
83049,en.wikipedia.org/wiki/Neve_Campbell,Neve_Campbell,biography,"arts, culture and entertainment",116045,8,1873,2002,Canadian actress
63788,en.wikipedia.org/wiki/Troubadour,Troubadour,other,history and geography,25999,2,4654,2002,composer and performer of Old Occitan lyric poetry during the High Middle Ages
407372,en.wikipedia.org/wiki/Ronnie_Corbett,Ronnie_Corbett,biography,"arts, culture and entertainment",35048,9,1859,2003,"Scottish stand-up comedian, actor, writer, broadcaster, and comedian"
31338,en.wikipedia.org/wiki/The_Adventures_of_Tintin,The_Adventures_of_Tintin,other,"arts, culture and entertainment",111911,8,8126,2001,series of 24 comic albums by Belgian cartoonist Hergé
690102,en.wikipedia.org/wiki/Chyna,Chyna,biography,"arts, culture and entertainment",184530,22,4438,2004,"American professional wrestler, actress, glamour model, bodybuilder, pornographic actress (1969–2016)"
50034356,en.wikipedia.org/wiki/Panama_Papers,Panama_Papers,other,history and geography,3419391,36,7503,2016,release of documents by the Panamanian corporate service provider Mossack Fonseca
37243,en.wikipedia.org/wiki/Harriet_Tubman,Harriet_Tubman,biography,history and geography,208657,11,9349,2002,African-American abolitionist and humanitarian
28243607,en.wikipedia.org/wiki/Pratyusha_Banerjee,Pratyusha_Banerjee,biography,"arts, culture and entertainment",58190,11,312,2010,Indian television actress
5693,en.wikipedia.org/wiki/Claude_Shannon,Claude_Shannon,biography,STEM,50226,9,2535,2001,American mathematician and information theorist
186376,en.wikipedia.org/wiki/Gloria_Vanderbilt,Gloria_Vanderbilt,biography,"arts, culture and entertainment",157574,9,1933,2003,"American businesswoman, fashion designer, socialite and writer (1924-2019)"
52122024,en.wikipedia.org/wiki/Hertha_Marks_Ayrton,Hertha_Marks_Ayrton,other,"arts, culture and entertainment",21267,0,1560,2016,
150076,en.wikipedia.org/wiki/Doctor_Strange,Doctor_Strange,other,"arts, culture and entertainment",206528,28,5643,2002,superhero appearing in Marvel Comics publications and related media
59687,en.wikipedia.org/wiki/Hillsborough_disaster,Hillsborough_disaster,other,history and geography,110508,19,14644,2002,incident which occurred during the FA Cup semi-final match in 1989
169941,en.wikipedia.org/wiki/Merle_Haggard,Merle_Haggard,biography,"arts, culture and entertainment",91862,15,7091,2003,"American country singer, songwriter, and guitarist"
145891,en.wikipedia.org/wiki/420_(cannabis_culture),420_(cannabis_culture),other,history and geography,140691,16,1069,2002,code-term that refers to the consumption of cannabis
3443689,en.wikipedia.org/wiki/Pfeiffer_syndrome,Pfeiffer_syndrome,other,STEM,42294,1,543,2005,acrocephalosyndactylia that has material basis in mutations in the FGFR1 and FGFR2 gene which results in premature fusion located in skull
50037005,en.wikipedia.org/wiki/List_of_people_named_in_the_Panama_Papers,List_of_people_named_in_the_Panama_Papers,biography,other,46957,15,154,2016,Wikimedia list article
1971858,en.wikipedia.org/wiki/Mayte_Garcia,Mayte_Garcia,biography,other,52525,5,1054,2005,"American singer, actor and dancer"
61874,en.wikipedia.org/wiki/Victoria_Wood,Victoria_Wood,biography,"arts, culture and entertainment",56394,12,3883,2002,British comedian
50293518,en.wikipedia.org/wiki/Lemonade_(Beyoncé_album),Lemonade_(Beyoncé_album),other,"arts, culture and entertainment",124692,45,9821,2016,2016 studio album by Beyoncé
47133788,en.wikipedia.org/wiki/Theri_(film),Theri_(film),other,"arts, culture and entertainment",97888,27,1769,2015,2016 film by Atlee Kumar
2589713,en.wikipedia.org/wiki/Chernobyl_disaster,Chernobyl_disaster,other,history and geography,700033,27,19359,2002,1986 nuclear accident in Soviet Ukraine
361885,en.wikipedia.org/wiki/Doris_Roberts,Doris_Roberts,biography,"arts, culture and entertainment",75527,10,1509,2003,American actress
50574833,en.wikipedia.org/wiki/2016_NFL_draft,2016_NFL_draft,other,STEM,32956,0,285,2016,
6978016,en.wikipedia.org/wiki/Rachel_Roy,Rachel_Roy,biography,"arts, culture and entertainment",41908,8,408,2006,American fashion designer
31120069,en.wikipedia.org/wiki/List_of_Game_of_Thrones_episodes,List_of_Game_of_Thrones_episodes,other,"arts, culture and entertainment",437543,16,1997,2011,Wikimedia list article
11125478,en.wikipedia.org/wiki/April_Fools'_Day,April_Fools'_Day,other,"arts, culture and entertainment",117128,16,2422,2002,annual celebration commemorated on April 1 by playing practical jokes and spreading hoaxes
226331,en.wikipedia.org/wiki/Purple_Rain_(film),Purple_Rain_(film),other,"arts, culture and entertainment",42424,6,1794,2003,1984 film directed by Albert Magnoli
45000193,en.wikipedia.org/wiki/Payback_(2016),Payback_(2016),other,"arts, culture and entertainment",41676,26,2673,2015,2016 WWE pay-per-view and WWE Network event
3721170,en.wikipedia.org/wiki/Muzdalifah,Muzdalifah,other,"arts, culture and entertainment",16183,1,168,2006,holy place in Saudi Arabia
1623,en.wikipedia.org/wiki/Andrew_Jackson,Andrew_Jackson,biography,history and geography,232988,41,16861,2001,"American general and politician, 7th President of the United States (1767-1845)"
27450044,en.wikipedia.org/wiki/Danny_Willett,Danny_Willett,biography,sport,23651,7,1395,2010,professional golfer
1288764,en.wikipedia.org/wiki/Dualistic,Dualistic,other,internet and game,13382,0,10,2004,
32612,en.wikipedia.org/wiki/Virtual_reality,Virtual_reality,other,internet and game,95567,39,5451,2001,computer-simulated environment simulating physical presence in real or imagined worlds
100156,en.wikipedia.org/wiki/Ravi_Shankar,Ravi_Shankar,biography,"arts, culture and entertainment",81089,9,3100,2002,Indian sitar player (1920-2012)
45086775,en.wikipedia.org/wiki/The_Huntsman:_Winter's_War,The_Huntsman:_Winter's_War,other,"arts, culture and entertainment",110929,16,2146,2013,2016 film by Cedric Nicolas-Troyan
67156,en.wikipedia.org/wiki/Kamehameha_I,Kamehameha_I,biography,other,40368,13,2493,2002,established the Kingdom of Hawaiʻi
200145,en.wikipedia.org/wiki/The_Jungle_Book,The_Jungle_Book,other,"arts, culture and entertainment",80120,3,2338,2003,1894 children's book by Rudyard Kipling
5338887,en.wikipedia.org/wiki/Electronic_System_for_Travel_Authorization,Electronic_System_for_Travel_Authorization,other,history and geography,29900,2,1279,2006,automated system that determines the eligibility of visitors to travel to the United States under the Visa Waiver Program
505052,en.wikipedia.org/wiki/Purple_Rain_(album),Purple_Rain_(album),other,"arts, culture and entertainment",47976,11,4049,2004,1984 soundtrack album by Prince and the Revolution
48644,en.wikipedia.org/wiki/1896_Summer_Olympics,1896_Summer_Olympics,other,sport,38237,6,4182,2002,"Games of the I Olympiad, celebrated in Athens (Greece) in 1896"
27453107,en.wikipedia.org/wiki/Jordan_Spieth,Jordan_Spieth,biography,sport,106132,18,5833,2010,American professional golfer
339744,en.wikipedia.org/wiki/Apollonia_Kotero,Apollonia_Kotero,biography,"arts, culture and entertainment",38878,6,574,2003,"American actor, singer and model"
494630,en.wikipedia.org/wiki/Coachella_Valley_Music_and_Arts_Festival,Coachella_Valley_Music_and_Arts_Festival,other,"arts, culture and entertainment",87460,14,6436,2004,"annual music and arts festival held in April in Indio, California, United States"
50348359,en.wikipedia.org/wiki/Views_from_the_6,Views_from_the_6,other,"arts, culture and entertainment",15894,0,2070,2016,
33343240,en.wikipedia.org/wiki/Anthony_Joshua,Anthony_Joshua,biography,sport,349319,44,7529,2011,English boxer
635041,en.wikipedia.org/wiki/Anderson_Cooper,Anderson_Cooper,biography,"arts, culture and entertainment",227958,4,2918,2004,"American journalist, television presenter and author"
2314,en.wikipedia.org/wiki/Anita_Hill,Anita_Hill,biography,history and geography,82621,6,2905,2001,Law professor; witness in Clarence Thomas controversy
33048354,en.wikipedia.org/wiki/Prince_albums_discography,Prince_albums_discography,other,"arts, culture and entertainment",35897,7,1915,2011,albums discography
305473,en.wikipedia.org/wiki/Allen_Iverson,Allen_Iverson,biography,sport,194623,9,5613,2003,American basketball player
39448197,en.wikipedia.org/wiki/Quantum_Break,Quantum_Break,other,internet and game,47134,10,6036,2013,2016 video game
45636870,en.wikipedia.org/wiki/Neel_Sethi,Neel_Sethi,biography,"arts, culture and entertainment",18830,4,5253,2015,child actor
680006,en.wikipedia.org/wiki/The_Jungle_Book_(1967_film),The_Jungle_Book_(1967_film),other,"arts, culture and entertainment",73829,5,4173,2004,1967 American animated film produced by Walt Disney Productions
14531,en.wikipedia.org/wiki/Iceland,Iceland,other,history and geography,342856,27,12434,2001,"sovereign state in Northern Europe, situated on an island in the far North Atlantic Ocean"
355977,en.wikipedia.org/wiki/Travis_(band),Travis_(band),biography,"arts, culture and entertainment",31622,3,4166,2003,Scottish band
10784468,en.wikipedia.org/wiki/Amber_Heard,Amber_Heard,biography,"arts, culture and entertainment",420366,24,2346,2007,American actress
65223394,en.wikipedia.org/wiki/The_Ranch_(TV_series),The_Ranch_(TV_series),other,"arts, culture and entertainment",144304,0,669,2020,
48625599,en.wikipedia.org/wiki/UFC_200,UFC_200,biography,sport,94781,13,1611,2015,mixed martial arts event
158548,en.wikipedia.org/wiki/Earth_Day,Earth_Day,other,history and geography,57073,5,9212,2002,annual event on 22 April
197522,en.wikipedia.org/wiki/B._R._Ambedkar,B._R._Ambedkar,biography,history and geography,240557,32,5927,2003,"Indian polymath, the architect of the Indian Constitution, 1st Law Minister, Human rights activist, and social reformer (1891-1956)"
40021009,en.wikipedia.org/wiki/Outlander_(TV_series),Outlander_(TV_series),other,"arts, culture and entertainment",295277,20,4194,2013,British-American television drama series
351288,en.wikipedia.org/wiki/David_Gest,David_Gest,biography,"arts, culture and entertainment",41644,7,758,2003,American producer and entertainer
46238594,en.wikipedia.org/wiki/Vikings_(season_4),Vikings_(season_4),other,"arts, culture and entertainment",118192,10,457,2015,season of television series
44377900,en.wikipedia.org/wiki/2016_Indian_Premier_League,2016_Indian_Premier_League,biography,sport,39680,34,1753,2014,2016 cricket tournament
86690,en.wikipedia.org/wiki/Mohammad_Azharuddin,Mohammad_Azharuddin,biography,sport,100028,10,1394,2002,Indian cricket player
46943114,en.wikipedia.org/wiki/Baaghi_(2016_film),Baaghi_(2016_film),other,"arts, culture and entertainment",97482,19,1097,2015,2016 Hindi film directed by Sabbir Khan
42093526,en.wikipedia.org/wiki/Unbreakable_Kimmy_Schmidt,Unbreakable_Kimmy_Schmidt,other,"arts, culture and entertainment",121489,14,2372,2014,American comedy television series
30175038,en.wikipedia.org/wiki/Emilia_Clarke,Emilia_Clarke,biography,"arts, culture and entertainment",508415,51,3010,2010,English actress
5032047,en.wikipedia.org/wiki/Channel_S,Channel_S,other,"arts, culture and entertainment",226803,1,1593,2006,"television station based in Walthamstow, London, United Kingdom"
39626432,en.wikipedia.org/wiki/Edward_Snowden,Edward_Snowden,biography,"arts, culture and entertainment",455783,34,12843,2013,American whistleblower and former National Security Agency contractor
16193,en.wikipedia.org/wiki/Jackie_Robinson,Jackie_Robinson,biography,sport,178792,8,9154,2001,American baseball player
